iter	Passed	Remaining
740	8657	3025
741	8667	3013
742	8677	3001
743	8686	2989
744	8696	2976
745	8705	2964
746	8715	2951
747	8725	2939
748	8737	2928
749	8746	2915
750	8756	2903
751	8768	2891
752	8777	2879
753	8787	2866
754	8797	2854
755	8807	2842
756	8817	2830
757	8827	2818
758	8837	2806
759	8847	2793
760	8858	2781
761	8867	2769
762	8877	2757
763	8887	2745
764	8897	2733
765	8907	2721
766	8919	2709
767	8929	2697
768	8939	2685
769	8948	2673
770	8959	2661
771	8969	2648
772	8979	2636
773	8991	2625
774	9002	2613
775	9013	2601
776	9022	2589
777	9032	2577
778	9042	2565
779	9051	2553
780	9061	2540
781	9070	2528
782	9080	2516
783	9091	2504
784	9101	2492
785	9110	2480
786	9120	2468
787	9130	2456
788	9140	2444
789	9150	2432
790	9160	2420
791	9170	2408
792	9179	2396
793	9189	2384
794	9199	2372
795	9208	2360
796	9218	2348
797	9231	2336
798	9243	2325
799	9253	2313
800	9265	2301
801	9275	2289
802	9284	2277
803	9294	2265
804	9304	2253
805	9315	2242
806	9325	2230
807	9335	2218
808	9345	2206
809	9355	2194
810	9365	2182
811	9374	2170
812	9384	2158
813	9394	2146
814	9403	2134
815	9412	2122
816	9422	2110
817	9432	2098
818	9441	2086
819	9451	2074
820	9460	2062
821	9470	2050
822	9479	2038
823	9489	2026
824	9499	2014
825	9508	2003
826	9518	1991
827	9527	1979
828	9537	1967
829	9547	1955
830	9556	1943
831	9566	1931
832	9576	1919
833	9586	1908
834	9595	1896
835	9605	1884
836	9615	1872
837	9626	1860
838	9636	1849
839	9646	1837
840	9655	1825
841	9665	1813
842	9675	1801
843	9684	1790
844	9694	1778
845	9704	1766
846	9714	1754
847	9724	1743
848	9734	1731
849	9743	1719
850	9753	1707
851	9763	1696
852	9773	1684
853	9783	1672
854	9792	1660
855	9802	1649
856	9812	1637
857	9821	1625
858	9831	1613
859	9841	1602
860	9851	1590
861	9860	1578
862	9870	1566
863	9879	1555
864	9889	1543
865	9898	1531
866	9908	1519
867	9917	1508
868	9927	1496
869	9936	1484
870	9946	1473
871	9956	1461
872	9966	1449
873	9975	1438
874	9985	1426
875	9995	1414
876	10007	1403
877	10017	1391
878	10026	1380
